Player,Min,Sh,Ast,Gls
Joe Scally,2578,6,0,0
Giorgio Scalvini,272,4,0,0
Gianluca Scamacca,6,1,0,0
Oliver Scarles,665,3,0,0
Dane Scarlett,34,1,1,0
Kevin Schade,2293,55,2,11
András Schäfer,1534,12,1,1
Fabian Schär,2934,40,0,4
Patrik Schick,1684,68,0,21
Stefan Schimmer,247,10,0,0
Joël Schingtienne,1122,0,0,0
Xaver Schlager,181,1,0,0
Keven Schlotterbeck,1297,12,1,3
Nico Schlotterbeck,1982,17,4,0
Jeffrey Schlupp,103,4,0,0
Romano Schmid,2834,47,4,5
Niklas Schmidt,205,3,1,0
Jan Schöppner,2681,41,3,4
Marvin Schulz,306,3,0,0
Alexander Schwolow,540,0,0,0
Léo Scienza,1153,38,3,3
Alex Scott,755,15,0,0
Simone Scuffet,1170,0,0,0
Simone Scuffet,90,0,0,0
Jérémy Sebas,190,6,0,0
Aleksandar Sedlar,594,1,0,0
Jacopo Seghetti,90,0,0,0
Alidu Seidu,803,3,0,0
Nicolas Seiwald,2084,5,0,0
Hiroki Sekine,887,5,0,0
Matz Sels,3420,0,0,0
Nélson Semedo,2886,18,4,0
Antoine Semenyo,3203,125,5,11
Marvin Senaya,227,1,0,0
Marcos Senesi,1106,3,0,0
Stefano Sensi,274,6,0,1
Suat Serdar,1376,30,1,2
Sergi,2957,13,0,2
Nicolás Serrano,112,5,0,0
Benjamin Šeško,2380,66,5,13
Ryan Sessegnon,580,14,2,4
Stephan El Shaarawy,1098,28,4,3
Luke Shaw,349,1,0,0
Alen Sherri,621,0,0,0
Eldor Shomurodov,1097,29,4,4
Djibril Sidibé,2101,5,3,0
Armindo Sieb,762,29,2,2
Benjamin Siegrist,152,0,0,0
Vincent Sierro,2402,30,1,5
Tim Siersleben,1182,4,0,0
Zain Silcott-Duberry,1,0,0,0
Kiliann Sildillia,801,7,0,2
André Silva,375,12,0,1
André Silva,132,7,2,1
Bernardo Silva,2670,32,4,4
Caio Henrique Oliveira Silva,1929,4,6,0
Fábio Silva,1866,46,3,10
Jota Silva,854,23,1,3
Eric da Silva Moreira,30,0,0,0
Rui Silva,1350,0,0,0
Marco Silvestri,450,0,0,0
Abdallah Sima,1238,37,2,7
Mohamed Simakan,54,0,0,0
Giovanni Simeone,419,13,1,1
Giuliano Simeone,1926,22,6,2
Moses Simon,2609,40,10,8
Unai Simón,1890,0,0,0
Xavi Simons,2150,50,6,10
Jahmai Simpson-Pusey,96,0,0,0
Danel Sinani,1250,35,2,2
Lassine Sinayoko,2299,60,8,5
Wilfried Singo,2096,17,2,1
Luis Sinisterra,236,13,1,1
Daley Sinkgraven,91,0,0,0
Tobias Sippel,59,0,0,0
Jailson Siqueira,614,4,0,0
Ayanda Sishuba,3,0,0,0
Ibrahim Sissoko,819,21,1,3
Ibrahima Sissoko,2610,25,1,2
Niama Sissoko,47,3,0,0
Antonio Sivera,2810,0,0,0
Tim Skarke,1164,20,2,0
Ellyes Skhiri,2231,13,2,1
Oliver Skipp,1129,5,0,0
Leo Skiri Østigård,1227,6,0,1
Leo Skiri Østigård,927,5,0,0
Łukasz Skorupski,2364,0,0,0
Andreas Skov Olsen,535,7,1,1
Robert Skov,852,16,2,2
Milan Škriniar,382,3,0,0
Steven Skrzybski,1323,32,3,6
Naatan Skyttä,5,0,0,0
William Smallbone,690,7,0,1
Adam Smith,1590,3,0,0
Eric Smith,2827,24,1,1
Justin Smith,209,0,0,0
Emile Smith Rowe,2043,37,3,6
Ivan Smolčić,630,7,0,0
Eduard Sobol,95,0,0,0
Simon Sohm,2989,34,0,4
Alex Sola,1029,15,1,0
Arnau Solà,13,0,0,0
Dominic Solanke,2201,59,3,9
Ola Solbakken,760,4,0,0
Carlos Soler,1409,25,1,1
Julio Soler,11,0,0,0
Oumar Solet,1672,12,2,1
Jhon Solis,535,4,0,1
Daniele Sommariva,28,0,0,0
Yann Sommer,2880,0,0,0
David Soria,3420,0,0,0
Juan Soriano,540,0,0,0
Borna Sosa,1181,4,0,0
Ramón Sosa,295,11,0,1
Hugo Sotelo,1254,4,0,0
Florian Sotoca,1794,47,1,1
Riccardo Sottil,833,22,1,1
Riccardo Sottil,123,2,0,0
Tomáš Souček,2567,55,1,9
Matìas Soulé,1781,42,5,5
Boubakary Soumaré,2171,7,0,0
Issa Soumaré,1902,43,4,5
Djibril Sow,2062,22,1,2
Saidou Sow,1018,4,1,0
Saidou Sow,799,5,0,1
Djed Spence,1792,10,2,1
Leonardo Spinazzola,1517,12,1,1
Marco Sportiello,126,0,0,0
Anton Stach,2585,35,2,1
Jens Stage,2204,44,5,10
Josip Stanišić,876,2,2,0
Filip Stankovic,1367,0,0,0
Jay Stansfield,1,0,0,0
Carl Starfelt,2270,5,0,1
Niklas Stark,2106,12,1,0
Lucas Stassin,1887,44,4,12
Jason Steele,180,0,0,0
Orri Steinn Óskarsson,944,19,0,3
Pascal Stenzel,290,8,0,0
Jack Stephens,1389,4,0,1
Leonidas Stergiou,852,3,2,1
Raheem Sterling,499,11,2,0
Enzo Sternal,24,0,0,0
Finley Stevens,1,0,0,0
Ross Stewart,389,9,0,1
Angelo Stiller,2741,21,8,1
Kevin Stöger,1551,24,3,3
Stoichkov,699,18,1,0
Petar Stojanović,3,0,0,0
Jakub Stolarczyk,900,0,0,0
John Stones,548,2,0,2
Jørgen Strand Larsen,2587,54,4,14
Gabriel Strefezza,2619,58,4,6
Cristhian Stuani,1078,31,2,11
Álex Suárez,2460,6,0,0
Denis Suárez,608,10,1,1
Gabriel Suazo,2163,7,6,0
Luka Sučić,1792,43,1,1
Yukinari Sugawara,1557,14,1,1
Niklas Süle,1053,9,0,0
Ibrahim Sulemana,283,5,0,2
Kamaldeen Sulemana,1402,29,1,1
Crysencio Summerville,786,14,1,1
Tomáš Suslov,2080,32,1,0
Suso,606,16,2,0
Zion Suzuki,3314,0,0,0
Mattias Svanberg,1219,21,1,3
Daniel Svensson,781,6,3,1
Marin Šverko,1117,3,0,1
Mile Svilar,3420,1,0,0
Michael Svoboda,1314,4,0,1
Williot Swedberg,1348,32,5,4
Abakar Sylla,950,5,0,1
Issiaga Sylla,1156,11,0,1
Mamadou Sylla,1583,18,1,5
Wojciech Szczęsny,1350,0,0,0
Sammie Szmodics,992,21,0,4
Dominik Szoboszlai,2491,67,6,6
Alexander Sørloth,1566,78,2,20
Musa Al-Taamari,1116,27,1,2
Musa Al-Taamari,567,14,0,1
Haris Tabakovic,821,30,1,3
Nicolás Tagliafico,1902,28,1,3
Jonathan Tah,2970,24,0,3
Adrien Tameze,649,7,0,0
Axel Tapé,180,1,0,0
Renato Tapia,2424,14,0,1
Edmond Tapsoba,2507,21,0,0
Florian Tardieu,1252,16,4,2
Mehdi Taremi,807,13,2,1
Matt Targett,21,0,0,0
Oussama Targhalline,990,5,0,0
James Tarkowski,2922,15,1,1
César Tárrega,3026,20,0,2
Nuno Tavares,1686,28,8,0
Marcus Tavernier,1939,57,5,3
Charlie Taylor,356,0,0,0
Jack Taylor,860,19,0,1
Loum Tchaouna,660,23,0,1
Jackson Tchatchoua,3167,18,3,2
Enzo Tchato,1899,4,0,0
Aurélien Tchouaméni,2689,19,0,0
Álvaro Tejero,1238,17,4,1
Martín Tejón,49,1,0,0
Mathys Tel,911,22,1,2
Mathys Tel,256,10,1,0
Nathan Tella,1359,28,4,2
Nahuel Tenaglia,2922,27,1,2
Arnau Tenas,90,0,1,0
Casper Tengstedt,1517,37,1,6
Marc-André ter Stegen,674,0,0,0
Filippo Terracciano,539,3,0,0
Pietro Terracciano,270,0,0,0
Ramón Terrats,131,2,0,0
Ramón Terrats,1219,19,1,4
Martin Terrier,584,16,1,2
Tanner Tessmann,1234,18,0,1
Kenny Tete,1774,24,2,0
Teddy Teuma,750,13,0,1
Jordan Teze,569,5,0,1
Florian Thauvin,1956,51,3,8
Arthur Theate,2704,36,0,0
Norman Theuerkauf,22,1,0,0
Thiago,175,2,0,0
Malick Thiaw,1806,7,0,0
Denis Thomalla,4,0,0,0
Luke Thomas,1110,5,0,0
Sorba Thomas,1321,9,3,1
Adrien Thomasson,2615,41,7,3
Morten Thorsby,1898,15,1,0
Khéphren Thuram,2326,36,5,4
Marcus Thuram,2200,64,4,14
Cheikh Tidiane Niasse,755,3,0,0
Youri Tielemans,3026,40,7,3
Kieran Tierney,259,2,0,1
Phillip Tietz,1686,51,2,7
Jurriën Timber,2417,14,3,1
Jean-Clair Todibo,1825,5,0,0
Harry Toffolo,137,1,0,0
Umut Tohumcu,375,3,1,0
Corentin Tolisso,2329,51,4,7
John Tolkin,737,3,2,0
Rafael Tolói,468,3,0,0
Raúl de Tomás,22,0,0,0
Tiago Tomás,1884,42,1,6
Takehiro Tomiyasu,7,1,0,0
Fikayo Tomori,1593,2,1,0
Sandro Tonali,2630,35,2,4
Luka Topalović,11,0,0,0
Pablo Torre,310,6,1,3
David Torres,1387,3,0,0
Ferrán Torres,1106,48,6,10
Pau Torres,2020,8,0,0
Lucas Torró,2957,31,0,3
Lorenzo Tosto,1,0,0,0
Abdoulaye Touré,2324,38,1,10
Bazoumana Touré,609,19,3,0
Birama Touré,300,3,0,0
Ousmane Toure,6,0,0,0
Souleymane Touré,733,4,0,1
Lucas Tousart,561,9,1,0
Conor Townsend,335,1,1,0
Adama Traoré,1772,39,7,2
Boubacar Traoré,1,0,0,0
Hamari Traoré,700,1,1,0
Omar Traoré,2616,16,1,0
Kevin Trapp,2295,0,0,0
Mark Travers,450,0,0,0
Óscar Trejo,496,5,0,1
Philipp Treu,2881,19,2,0
Ryan Trevitt,4,0,0,0
Christopher Trimmel,1740,9,3,0
Kieran Trippier,1309,4,3,0
Leandro Trossard,2546,72,7,8
Adrien Truffert,2752,23,2,2
Kostas Tsimikas,837,4,1,0
Viktor Tsyhankov,1913,35,5,2
Axel Tuanzebe,1710,4,1,0
Stefano Turati,2676,0,0,0
Beñat Turrientes,942,7,0,0
Tuta,2274,13,1,2
Christantus Uche,2486,50,6,4
Destiny Udogie,1924,5,1,0
Manuel Ugarte Ribeiro,1785,19,2,1
Lesley Ugochukwu,1655,10,1,1
Lukas Ullrich,1903,8,2,1
Sven Ulreich,90,0,0,0
Enes Ünal,345,20,1,2
Deniz Undav,1726,75,3,9
Naci Ünüvar,31,1,0,0
Dayot Upamecano,1759,13,0,2
Kacper Urbanski,247,4,0,1
Kacper Urbanski,500,5,0,0
Jonas Urbig,720,0,0,0
Can Uzun,675,27,1,4
Josha Vagnoman,1834,15,1,1
Lautaro Valenti,1556,7,0,1
Óscar Valentín,1835,5,0,0
Nicolás Valentini,1129,8,0,0
Germán Valera,148,3,0,0
Emanuele Valeri,2873,26,6,2
Martin Valjent,2763,12,0,3
Álex Valle,1030,9,0,0
Jesús Vallejo,138,0,1,0
Mattia Valoti,40,0,0,0
Federico Valverde,3032,57,4,6
Ignace Van Der Brempt,1257,7,1,0
Siebe Van Der Heyden,97,1,0,0
Siebe Van Der Heyden,872,3,0,1
Virgil van Dijk,3330,27,1,3
Vanderson,2064,21,3,1
Maarten Vandevoordt,429,0,0,0
Jamie Vardy,2823,56,4,9
Ruben Vargas,671,17,1,2
Ruben Vargas,305,9,0,0
Nikola Vasilj,2969,0,0,0
Devis Vásquez,2880,0,0,0
Johan Vásquez,3041,36,0,3
Denis Vavro,2461,25,0,2
José Luis García Vayá,1742,12,2,2
Robinio Vaz,75,2,0,0
Jesus Vazquez,919,5,0,0
Lucas Vázquez,2189,15,5,1
Matías Vecino,877,16,3,2
Danilo Veiga,374,5,0,0
Renato Veiga,181,3,0,0
Renato Veiga,1093,12,1,0
Alejo Véliz,1127,19,0,1
Miloš Veljković,1029,2,1,0
Joël Veltman,1697,6,0,0
Micky van de Ven,1015,6,2,0
Lorenzo Venturino,167,4,0,2
Nikolas Veratschnig,364,7,0,0
Bart Verbruggen,3240,0,1,0
Simone Verdi,115,2,0,0
Jordan Veretout,1553,21,0,2
Arthur Vermeeren,1572,4,2,0
Yorbe Vertessen,718,27,0,1
Mikel Vesga,988,5,0,0
Jannik Vestergaard,1391,3,0,0
Ben Viadere,5,0,0,0
Guglielmo Vicario,2160,0,0,0
Carlos Vicente,3092,35,5,5
Pau Victor,319,14,1,2
Nacho Vidal,124,0,0,0
Gabriel Vidovic,4,1,0,0
Gabriel Vidovic,24,1,0,0
Fran Vieites,360,1,0,0
Sergio Viera,96,1,0,0
Samuele Vignato,470,4,0,0
Asier Villalibre,333,8,1,1
Iván Villar,360,0,0,0
Carlos Vinícius,16,1,0,0
Nicolas Viola,1267,31,1,3
Viti,1982,3,2,0
Mattia Viti,2572,11,0,1
Vitinha,1328,33,3,2
Vitinha,2042,25,1,5
Daniel Vivian,2608,18,0,4
Krapyvtsov Vladyslav,180,0,0,0
Dušan Vlahović,1784,73,4,10
Vanja Vlahović,60,1,0,0
Nikola Vlašić,2117,30,4,5
Alessandro Vogliacco,715,5,0,2
Alessandro Vogliacco,772,1,0,0
Kevin Vogt,1367,0,0,1
Mërgim Vojvoda,1105,5,0,0
Mërgim Vojvoda,717,4,2,1
Kevin Volland,61,0,0,0
Aster Vranckx,556,0,0,0
Stefan de Vrij,1636,13,0,3
Ibrahima Wadji,347,12,0,0
Robert Wagner,407,2,0,0
Elye Wahi,574,16,1,3
Elye Wahi,196,9,0,0
Hauke Wahl,2970,11,0,0
Kyle Walker,970,5,0,0
Kyle Walker,659,2,0,0
Kyle Walker-Peters,2918,20,2,0
Christian Walton,630,0,0,0
Sebastian Walukiewicz,1661,6,0,0
Sebastian Walukiewicz,180,0,0,0
Aaron Wan-Bissaka,3154,16,5,2
Paul Wanner,1771,24,2,3
Danny Ward,135,0,0,0
Joel Ward,71,0,0,0
James Ward-Prowse,1039,13,1,1
James Ward-Prowse,400,2,1,0
Kjell-Arik Wätjen,16,0,0,0
Ollie Watkins,2598,82,8,16
Timothy Weah,1638,21,2,5
Adam Webster,887,5,0,0
Julian Weigl,2881,19,2,0
Timon Weiner,2250,0,0,0
Nelson Weiper,704,22,2,3
Mitchell Weiser,2868,43,9,5
Noah Weißhaupt,1160,18,0,1
Noah Weißhaupt,80,1,0,0
Danny Welbeck,2115,59,4,10
Welington,482,3,0,0
Timo Werner,516,8,3,0
Adam Wharton,1318,13,2,0
Ben White,1198,9,2,0
Silvan Widmer,504,3,1,0
Mats Wieffer,1015,9,3,1
Mateusz Wieteska,184,1,0,0
Caleb Wiley,266,1,1,0
Iñaki Williams,2652,63,8,6
Neco Williams,2594,37,3,1
Nico Williams,1996,54,5,5
Willian,257,7,0,0
Joe Willock,1086,18,2,0
Callum Wilson,370,6,0,0
Harry Wilson,1162,43,1,6
Patrick Wimmer,1770,41,4,3
Jonas Wind,1966,38,3,9
Harry Winks,1538,10,2,0
Ben Winterburn,24,0,0,0
Florian Wirtz,2351,74,12,10
Yoane Wissa,2919,90,4,19
Dani de Wit,1153,20,1,2
Axel Witsel,852,1,1,0
Maximilian Wittek,2706,41,0,0
Marius Wolf,2144,12,3,1
Nick Woltemade,1622,46,2,12
Jeong Woo-yeong,1263,25,2,3
Chris Wood,2959,65,3,20
Nathan Wood-Gordon,773,2,0,0
Christopher Wooh,1456,10,0,0
Luke Woolfenden,1187,1,0,0
Granit Xhaka,2888,21,7,2
Lamine Yamal,2856,144,13,9
Daniel Yáñez,2,0,0,0
Erencan Yardimci,313,6,0,0
Yehor Yarmoliuk,1450,9,0,0
Ryan Yates,1915,33,1,2
John Yeboah,1226,30,1,1
Bertuğ Yıldırım,1083,19,0,1
Kenan Yıldız,2402,61,4,7
Leny Yoro,1165,5,0,0
Ashley Young,1875,6,3,1
Etienne Youte Kinkoue,2320,14,0,0
Illia Zabarnyi,3109,12,1,0
Eloge Zabi,18,0,0,0
Mattia Zaccagni,2686,46,6,8
Dan-Axel Zagadou,29,0,0,0
Yoram Zague,183,1,0,0
Wilfried Zaha,73,1,0,0
Warren Zaïre-Emery,2050,17,2,1
Miha Zajc,262,6,0,0
Denis Zakaria,2144,29,4,6
Arsen Zakharyan,73,4,0,1
Nicola Zalewski,533,5,0,0
Nicola Zalewski,435,5,1,1
Andre-Frank Zambo Anguissa,2852,44,4,6
Francesco Zampano,1639,7,2,1
Nicolò Zaniolo,343,9,0,0
Nicolò Zaniolo,356,11,2,2
Alessandro Zanoli,1711,11,0,1
Duván Zapata,587,21,0,3
Gabriele Zappa,3060,11,0,2
Davide Zappacosta,2067,39,2,4
Bryan Zaragoza,1836,42,6,1
Anass Zaroury,1405,35,2,2
Oier Zarraga,896,6,0,1
David Zec,1541,11,0,2
Jordan Zemura,1415,14,2,1
Robin Zentner,2880,1,0,0
Alessio Zerbin,1518,16,1,1
Alessio Zerbin,2,0,0,0
Kevin Zeroli,395,6,1,0
Kevin Zeroli,12,0,0,0
Cedric Zesiger,1221,10,2,0
Cedric Zesiger,522,2,0,0
Michael Zetterer,3060,0,0,0
Nathan Zeze,1512,6,0,0
Edon Zhegrova,978,23,1,4
Piotr Zieliński,980,15,2,2
Oleksandr Zinchenko,527,10,1,0
Melvin Zinga,90,0,0,0
Joshua Zirkzee,1402,28,1,3
Budu Zivzivadze,958,22,3,2
Luck Zogbé,638,8,0,0
Nadir Zortea,2713,33,2,6
Aristide Zossou,16,0,0,0
Yanis Zouaoui,976,5,2,0
Igor Zubeldia,2269,12,0,0
Martín Zubimendi,2962,24,1,2
Edhy Zuliani,9,0,0,0
Szymon Żurkowski,106,2,0,0
Martin Ødegaard,2325,48,8,3
Milan Đurić,1270,23,1,4
Milan Đurić,268,5,0,1
